Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16583.7788,NA,22.57850000000000,21.62020000000000,20.80270000000000,42.26540000000000,42.3216,16580.6784,23.9031,3.1004,20.8027,22.1991,23.1667,5.7435,17.4232,0.9618,16580.6784,NA,42.5948,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16607.9656,NA,24.18680000000000,23.24990000000000,18.23640000000000,41.37600000000000,41.3847,16604.5815,21.6205,3.3841,18.2364,21.4627,23.2974,5.8566,17.4408,0.6532,16604.5815,NA,54.8454,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16629.5647,NA,21.59910000000000,24.35580000000000,19.88860000000000,42.46550000000000,44.1414,16626.2020,23.2513,3.3627,19.8886,23.1396,22.6886,5.6956,16.9930,-2.7353,16626.2020,NA,49.1982,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16652.7782,NA,23.21350000000000,21.52740000000000,21.05820000000000,42.39910000000000,42.4553,16649.4533,24.3831,3.3249,21.0582,22.5769,23.1471,5.7638,17.3833,1.7239,16649.4533,NA,43.7213,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16677.0361,NA,24.25790000000000,23.15040000000000,18.36430000000000,41.33860000000000,41.3478,16673.8364,21.5640,3.1997,18.3643,21.3409,23.1974,5.8550,17.3424,1.2327,16673.8364,NA,52.8793,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16698.6845,NA,21.64840000000000,24.80560000000000,19.80290000000000,42.83760000000000,44.5050,16695.4004,23.0870,3.2841,19.8029,22.9743,23.1474,5.7499,17.3975,-3.2416,16695.4004,NA,NA,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16721.7940,NA,23.10950000000000,20.22910000000000,21.49260000000000,41.58560000000000,41.6246,16718.4874,24.7992,3.3066,21.4926,23.0347,21.8575,5.3253,16.5322,2.8579,16718.4874,NA,42.8734,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16746.6480,NA,24.85400000000000,22.67900000000000,16.87060000000000,39.41200000000000,39.4496,16743.2866,20.2320,3.3614,16.8706,20.0930,22.6804,6.3962,16.2842,2.1202,16743.2866,NA,39.5868,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16767.5883,NA,20.94030000000000,24.00900000000000,18.60910000000000,41.54490000000001,42.5183,16763.5186,22.6788,4.0697,18.6091,22.5414,23.0732,5.7701,17.3031,-3.7770,16763.5186,NA,46.5918,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16789.4224,NA,21.83410000000000,22.04750000000000,20.78200000000000,42.69270000000000,42.7317,16786.1974,24.0070,3.2250,20.7820,22.9358,22.9819,5.7659,17.2160,0.6313,16786.1974,NA,54.6465,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16813.5455,NA,24.12310000000000,24.00310000000000,18.71500000000000,41.65190000000000,42.6117,16810.2044,22.0561,3.3411,18.7150,21.9107,23.0823,5.7761,17.3062,0.0039,16810.2044,NA,48.6483,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16835.4598,NA,21.91430000000000,22.14120000000000,20.79410000000000,42.79030000000000,42.8386,16832.2605,23.9934,3.1993,20.7941,22.9369,23.0527,5.7839,17.2688,-0.0851,16832.2605,NA,43.7917,NA
