Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6267.8005,22.1157,21.8451,0.2706,20.8189,23.1743,23.1707,0.0036,44.7359,11.0936,-11.9929,6267.8005,0.7427,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6289.9162,0.3729,0.2012,0.1717,21.8775,0.1024,0.1003,0.0021,33.7138,11.3452,11.0221,6289.9162,11.7339,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6290.2891,22.3806,22.0319,0.3487,21.6070,22.9591,22.9530,0.0061,44.6861,12.1886,-10.9723,6290.2891,0.1200,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6312.6697,0.4747,0.2576,0.2171,22.1855,0.1497,0.1497,0.0000,34.4941,12.3632,10.1920,6312.6697,12.1589,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6313.1444,23.5766,23.2976,0.2790,21.8605,23.9570,23.9514,0.0056,46.3826,11.5900,-11.8885,6313.1444,0.5651,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6336.7210,0.3997,0.2252,0.1745,22.2409,0.1374,0.1344,0.0030,34.3960,10.9887,11.9866,6336.7210,12.0177,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6337.1207,23.5961,23.3530,0.2431,21.9786,22.8160,22.8110,0.0050,44.9850,11.9087,-10.5890,6337.1207,0.1904,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6360.7168,0.3253,0.1681,0.1572,21.1985,0.1414,0.1414,0.0000,33.2976,11.6486,11.6874,6360.7168,11.9577,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6361.0421,23.9216,23.6799,0.2417,21.0146,22.9344,22.9300,0.0044,44.6209,11.4226,-11.3233,6361.0421,0.6719,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6384.9637,0.3233,0.1680,0.1553,20.0274,0.1162,0.1140,0.0022,32.1219,11.4333,12.4990,6384.9637,11.9783,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6385.2870,23.0203,22.7694,0.2509,19.8203,22.8327,22.8238,0.0089,43.2319,11.4583,-11.1100,6385.2870,0.5789,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6408.3073,0.3114,0.1627,0.1487,19.6327,0.1343,0.1319,0.0024,31.6699,12.2966,11.5620,6408.3073,11.9029,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6408.6187,25.6108,25.3507,0.2601,19.4556,23.6018,23.5962,0.0056,43.6551,11.5665,-11.9852,6408.6187,0.5977,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6434.2295,0.3237,0.1680,0.1557,17.4466,0.0774,0.0728,0.0046,29.6108,10.9903,14.0443,6434.2295,12.0868,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6434.5532,23.0056,22.7563,0.2493,17.2003,22.8207,22.8134,0.0073,40.2774,11.7507,-10.6666,6434.5532,0.2564,NA,NA
