Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25723.4260,36.0928,35.8141,0.2787,25.7257,36.6317,36.6178,0.0139,62.3838,17.2468,-19.3595,25723.4260,0.0264,76.4537,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25759.5188,0.3417,0.1761,0.1656,26.2646,0.2210,0.2192,0.0018,43.5378,26.7290,18.8460,25759.5188,17.0522,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25759.8605,34.5315,34.2269,0.3046,26.1439,43.7804,43.7734,0.0070,69.9251,17.1461,-26.3873,25759.8605,0.0008,58.9532,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25794.3920,0.3227,0.1639,0.1588,35.3928,0.2188,0.2168,0.0020,52.5397,16.9734,17.3854,25794.3920,16.9281,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25794.7147,31.9879,31.7572,0.2307,35.2889,32.4005,32.3941,0.0064,69.1904,15.5749,-16.6507,25794.7147,1.5010,62.3127,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25826.7026,0.3390,0.1875,0.1515,35.7015,0.2217,0.2189,0.0028,52.7774,17.7718,16.4130,25826.7026,16.8542,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25827.0416,33.9538,33.6761,0.2777,35.5842,33.1259,33.1185,0.0074,70.2102,15.6658,-17.4328,25827.0416,1.5001,64.9303,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25860.9954,0.3680,0.1888,0.1792,34.7563,0.2118,0.2087,0.0031,51.9222,18.3855,18.2880,25860.9954,16.9541,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25861.3634,38.0579,37.8069,0.2510,34.6001,33.8387,33.8312,0.0075,69.9397,15.5915,-18.0175,25861.3634,1.5009,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25899.4213,0.3130,0.1625,0.1505,30.3809,0.2309,0.2283,0.0026,47.4733,17.6098,22.4664,25899.4213,16.8615,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25899.7343,34.6084,34.3510,0.2574,30.2988,32.9701,32.9638,0.0063,64.7701,15.6726,-17.2968,25899.7343,1.5012,86.0787,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25934.3427,0.3193,0.1677,0.1516,28.6605,0.2111,0.2090,0.0021,45.8343,17.1856,18.9358,25934.3427,16.9627,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25934.6620,33.6929,33.4448,0.2481,28.5523,32.6473,32.6428,0.0045,62.7006,16.1181,-16.8663,25934.6620,1.5010,57.4269,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25968.3549,0.3204,0.1656,0.1548,27.5067,0.3346,0.3327,0.0019,45.1258,17.6909,17.5748,25968.3549,17.2845,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25968.6753,36.4885,36.2099,0.2786,27.5209,33.4744,33.4663,0.0081,62.4963,16.0951,-17.3705,25968.6753,1.5010,60.4574,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,26005.1638,0.3144,0.1591,0.1553,24.5068,0.2086,0.2069,0.0017,42.1029,16.3942,20.3934,26005.1638,17.3875,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,26005.4782,30.4809,30.2170,0.2639,24.4010,32.6769,32.6669,0.0100,58.1827,16.5488,-16.0798,26005.4782,1.1048,62.2061,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,26035.9591,0.3412,0.1737,0.1675,26.5970,0.2011,0.1995,0.0016,44.2506,15.9296,13.9321,26035.9591,17.4525,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,26036.3003,36.1612,35.8866,0.2746,26.4569,32.1924,32.1808,0.0116,59.8390,16.3587,-15.5884,26036.3003,1.1897,63.8503,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,26072.4615,0.3046,0.1517,0.1529,22.4881,0.2260,0.2240,0.0020,40.0365,17.3166,19.8025,26072.4615,17.3224,NA,NA
