Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1113.5313,0.4334,0.2321,0.2013,17.7223,0.1124,0.1070,0.0054,29.0197,11.6698,12.7441,1113.5313,11.1850,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1113.9647,23.8984,23.6389,0.2595,17.4013,22.7381,22.7269,0.0112,40.2561,11.1867,-11.2364,1113.9647,0.1167,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1137.8631,0.3043,0.1528,0.1515,16.2410,0.1415,0.1380,0.0035,27.5444,11.1276,12.7117,1137.8631,11.1619,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1138.1674,22.9309,22.6743,0.2566,16.0782,22.2888,22.2745,0.0143,38.3677,11.2187,-10.8233,1138.1674,0.0007,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1161.0983,0.3404,0.1675,0.1729,15.4361,0.1005,0.0990,0.0015,26.6555,11.4436,11.7122,1161.0983,11.1189,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1161.4387,26.0007,25.7343,0.2664,15.1962,22.5618,22.0272,0.5346,37.7587,11.3042,-11.1032,1161.4387,0.0007,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1187.4394,0.3294,0.1620,0.1674,11.7573,0.2005,0.1938,0.0067,23.0622,13.9194,14.6965,1187.4394,11.1044,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1187.7688,22.6501,22.3983,0.2518,11.6284,25.0236,22.5945,2.4291,36.6522,12.7044,-13.5900,1187.7688,0.0002,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1210.4189,0.3137,0.1542,0.1595,14.0019,0.1334,0.1317,0.0017,26.7065,9.8304,9.9457,1210.4189,12.5712,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1210.7326,20.9324,20.6830,0.2494,13.8216,22.4016,22.3858,0.0158,36.2232,11.9160,-9.5167,1210.7326,NA,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1231.6650,0.3398,0.1635,0.1763,15.2908,0.1639,0.1615,0.0024,27.2068,12.7017,9.0164,1231.6650,11.7521,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1232.0048,27.9475,27.6783,0.2692,15.1149,24.1022,22.8426,1.2596,39.5687,11.7725,-12.3619,1232.0048,0.3516,NA,NA
