Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,826.8998,NA,16.55970000000000,16.55680000000000,14.24350000000000,24.60540000000000,24.7400,824.4781,16.6652,2.4217,14.2435,10.4859,16.5412,2.5487,13.9925,0.1057,824.4781,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,843.7211,NA,16.82130000000000,16.30990000000000,14.10160000000000,24.19340000000000,24.2286,841.1433,16.6794,2.5778,14.1016,10.3619,16.4093,2.3907,14.0186,0.3553,841.1433,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,860.6201,NA,16.89900000000000,16.65520000000000,13.85570000000000,23.87710000000000,23.9848,857.8227,16.6531,2.7974,13.8557,10.0918,16.5827,2.4612,14.1215,0.0242,857.8227,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,877.1593,NA,16.53920000000000,16.38370000000000,13.98060000000000,23.72970000000000,23.8293,874.4758,16.6641,2.6835,13.9806,10.0214,16.3918,2.3491,14.0427,0.2694,874.4758,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,893.6516,NA,16.49230000000000,16.32860000000000,14.16440000000000,23.63030000000000,23.6656,891.1399,16.6761,2.5117,14.1644,9.7491,16.3929,2.4069,13.9860,0.3355,891.1399,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,910.4500,NA,16.79840000000000,16.58030000000000,14.02210000000000,23.31260000000000,23.4475,907.8160,16.6561,2.6340,14.0221,9.4659,16.4807,2.4407,14.0400,0.0958,907.8160,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,927.1187,NA,16.66870000000000,16.24830000000000,14.02330000000000,23.01830000000000,23.0271,924.4721,16.6699,2.6466,14.0233,9.2905,16.3744,2.4558,13.9186,0.4078,924.4721,NA,26.7985,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,943.6330,NA,16.51430000000000,16.42100000000000,14.17270000000000,22.89750000000000,22.9338,941.1420,16.6637,2.4910,14.1727,8.9950,16.3935,2.3253,14.0682,0.2489,941.1420,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,960.3387,NA,16.70570000000000,16.33550000000000,14.13250000000000,22.50910000000000,22.5636,957.8057,16.6655,2.5330,14.1325,8.7248,16.3173,2.3410,13.9763,0.3282,957.8057,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,976.9954,NA,16.65670000000000,16.35580000000000,14.14980000000000,22.25380000000000,22.2627,974.4712,16.6740,2.5242,14.1498,8.3766,16.4014,2.3607,14.0407,0.3097,974.4712,NA,37.8548,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,994.2498,NA,17.25440000000000,16.38340000000000,13.56460000000000,21.28060000000000,21.3917,991.1452,16.6692,3.1046,13.5646,8.1040,16.2812,2.3393,13.9419,0.2906,991.1452,NA,25.2971,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1010.9460,NA,16.69620000000000,16.22780000000000,13.52720000000000,20.91390000000000,20.9233,1007.8144,16.6588,3.1316,13.5272,7.7160,16.3295,2.4057,13.9238,0.4414,1007.8144,NA,24.4585,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1027.1072,NA,16.16120000000000,16.43790000000000,14.03180000000000,21.10140000000000,21.2000,1024.4732,16.6658,2.6340,14.0318,7.3867,16.3487,2.3604,13.9883,0.2209,1024.4732,NA,27.9303,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1043.8100,NA,16.70280000000000,16.24540000000000,13.99840000000000,20.70440000000000,20.7426,1041.1390,16.6694,2.6710,13.9984,7.0696,16.3058,2.4334,13.8724,0.4204,1041.1390,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1060.5853,NA,16.77530000000000,15.87160000000000,13.88600000000000,19.82920000000000,19.8389,1057.8084,16.6629,2.7769,13.8860,6.7060,15.9001,2.4908,13.4093,0.7978,1057.8084,NA,38.2553,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1077.7392,NA,17.15390000000000,16.02940000000000,13.40160000000000,18.70560000000000,18.7144,1074.4713,16.6695,3.2679,13.4016,5.9432,16.0303,2.3112,13.7191,0.6335,1074.4713,NA,23.5211,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1093.8960,NA,16.15680000000000,16.36790000000000,13.91120000000000,18.74580000000000,18.9255,1091.1408,16.6664,2.7552,13.9112,5.3040,16.1970,2.3231,13.8739,0.3016,1091.1408,NA,23.4687,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1110.6743,NA,16.77830000000000,16.01350000000000,13.79130000000000,18.15040000000000,18.1607,1107.8072,16.6584,2.8671,13.7913,4.8346,16.1829,2.3462,13.8367,0.6529,1107.8072,NA,20.4899,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1127.0005,NA,16.32620000000000,16.17300000000000,14.13520000000000,17.99800000000000,18.0075,1124.4656,16.6701,2.5349,14.1352,4.3591,16.1738,2.3688,13.8050,0.4854,1124.4656,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1143.5990,NA,16.59850000000000,16.13200000000000,14.20210000000000,17.45390000000000,17.5410,1141.1357,16.6654,2.4633,14.2021,3.8628,16.0544,2.2605,13.7939,0.5381,1141.1357,NA,26.6553,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1160.4072,NA,16.80820000000000,16.28140000000000,14.06100000000000,16.97820000000000,17.0142,1157.8011,16.6671,2.6061,14.0610,3.2518,16.3325,2.3073,14.0252,0.3840,1157.8011,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1176.9707,NA,16.56350000000000,16.79160000000000,14.16070000000000,17.07220000000000,17.2423,1174.4682,16.6632,2.5025,14.1607,2.9172,16.6575,2.2199,14.4376,-0.1245,1174.4682,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1193.3811,NA,16.41040000000000,16.02350000000000,14.42350000000000,16.81880000000000,16.8554,1191.1314,16.6732,2.2497,14.4235,2.9115,16.1570,2.3204,13.8366,0.6397,1191.1314,NA,29.6538,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1210.4769,NA,17.09580000000000,16.58290000000000,13.98980000000000,16.32980000000000,16.3425,1207.8046,16.6621,2.6723,13.9898,2.3953,16.6068,2.3681,14.2387,0.0903,1207.8046,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1227.3682,NA,16.89130000000000,16.40720000000000,13.76190000000000,15.63520000000000,15.8584,1224.4667,16.6634,2.9015,13.7619,2.3400,16.1967,2.2989,13.8978,0.2549,1224.4667,NA,31.8822,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,1243.6164,NA,16.24820000000000,16.13860000000000,14.18640000000000,15.73010000000000,15.7488,1241.1301,16.6727,2.4863,14.1864,1.8733,16.3431,2.3297,14.0134,0.5248,1241.1301,NA,NA,NA
